Time(s),CH1V,CH2V,CH4V
-1.920000e-03,6.800000e-02,2.093333e-02,-8.933334e-03
-1.900000e-03,6.026667e-02,1.900000e-02,-9.466667e-03
-1.880000e-03,6.346667e-02,2.206667e-02,-1.200000e-02
-1.860000e-03,6.880000e-02,1.913333e-02,-6.266667e-03
-1.840000e-03,6.506667e-02,2.000000e-02,-6.266667e-03
-1.820000e-03,6.586666e-02,1.706667e-02,-1.040000e-02
-1.800000e-03,5.706667e-02,1.573333e-02,-7.466667e-03
-1.780000e-03,6.026667e-02,1.893333e-02,-7.200000e-03
-1.760000e-03,5.920000e-02,2.393333e-02,-9.866667e-03
-1.740000e-03,5.760000e-02,2.093333e-02,-1.293333e-02
-1.720000e-03,6.160000e-02,1.880000e-02,-7.466667e-03
-1.700000e-03,6.773333e-02,1.693333e-02,-6.133333e-03
-1.680000e-03,5.866667e-02,1.880000e-02,-6.933333e-03
-1.660000e-03,6.293333e-02,1.773333e-02,-9.066666e-03
-1.640000e-03,6.373333e-02,2.193333e-02,-8.000000e-03
-1.620000e-03,6.533334e-02,2.460000e-02,-1.026667e-02
-1.600000e-03,6.853333e-02,2.086667e-02,-1.080000e-02
-1.580000e-03,6.106667e-02,1.886667e-02,-1.360000e-02
-1.560000e-03,5.973333e-02,1.693333e-02,-1.066667e-02
-1.540000e-03,6.693333e-02,1.606667e-02,-9.733333e-03
-1.520000e-03,6.213333e-02,2.333333e-02,-8.133333e-03
-1.500000e-03,6.933334e-02,2.160000e-02,-9.600000e-03
-1.480000e-03,7.413334e-02,2.293333e-02,-7.466667e-03
-1.460000e-03,7.253333e-02,1.773333e-02,-1.026667e-02
-1.440000e-03,5.786667e-02,1.706667e-02,-1.066667e-02
-1.420000e-03,6.613334e-02,1.560000e-02,-8.533333e-03
-1.400000e-03,6.346667e-02,1.780000e-02,-5.733334e-03
-1.380000e-03,6.426667e-02,2.193333e-02,-4.266667e-03
-1.360000e-03,7.120000e-02,2.106667e-02,-8.533333e-03
-1.340000e-03,6.746667e-02,2.046667e-02,-6.266667e-03
-1.320000e-03,7.360000e-02,1.320000e-02,-1.026667e-02
-1.300000e-03,6.693333e-02,1.520000e-02,-8.400000e-03
-1.280000e-03,6.506667e-02,1.673333e-02,-8.266667e-03
-1.260000e-03,5.786667e-02,2.113333e-02,-7.466667e-03
-1.240000e-03,7.013334e-02,2.420000e-02,-7.200000e-03
-1.220000e-03,6.106667e-02,2.073333e-02,-1.053333e-02
-1.200000e-03,7.413334e-02,1.753333e-02,-1.426667e-02
-1.180000e-03,6.640000e-02,1.593333e-02,-1.000000e-02
-1.160000e-03,5.920000e-02,1.873333e-02,-3.466667e-03
-1.140000e-03,7.280000e-02,2.086667e-02,-1.093333e-02
-1.120000e-03,6.693333e-02,2.453333e-02,-6.800000e-03
-1.100000e-03,7.946667e-02,2.286667e-02,-8.933334e-03
-1.080000e-03,7.360000e-02,1.746667e-02,-8.133333e-03
-1.060000e-03,7.280000e-02,1.300000e-02,-1.306667e-02
-1.040000e-03,6.773333e-02,1.846667e-02,-8.133333e-03
-1.020000e-03,6.000000e-02,2.000000e-02,-1.200000e-02
-1.000000e-03,6.560000e-02,2.133333e-02,-1.080000e-02
-9.800000e-04,7.280000e-02,2.106667e-02,-6.400000e-03
-9.600000e-04,7.440000e-02,1.906667e-02,-1.093333e-02
-9.400000e-04,6.666667e-02,1.660000e-02,-8.133333e-03
-9.200000e-04,6.240000e-02,1.553333e-02,-1.040000e-02
-9.000000e-04,6.426667e-02,2.000000e-02,-6.000000e-03
-8.800000e-04,6.453333e-02,2.100000e-02,-1.120000e-02
-8.600000e-04,7.333333e-02,2.293333e-02,-1.120000e-02
-8.400000e-04,6.480000e-02,2.133333e-02,-7.066667e-03
-8.200000e-04,6.506667e-02,1.853333e-02,-8.933334e-03
-8.000000e-04,5.786667e-02,1.580000e-02,-6.933333e-03
-7.800000e-04,5.973333e-02,1.960000e-02,-1.000000e-02
-7.600000e-04,5.546667e-02,2.173333e-02,-9.200000e-03
-7.400000e-04,6.373333e-02,2.346667e-02,-7.733333e-03
-7.200000e-04,6.560000e-02,2.193333e-02,-1.120000e-02
-7.000000e-04,6.800000e-02,1.466667e-02,-8.000000e-03
-6.800000e-04,6.693333e-02,1.220000e-02,-9.600000e-03
-6.600000e-04,6.480000e-02,1.640000e-02,-1.053333e-02
-6.400000e-04,6.480000e-02,2.100000e-02,-6.133333e-03
-6.200000e-04,6.080000e-02,2.306667e-02,-9.066666e-03
-6.000000e-04,6.720000e-02,2.206667e-02,-4.133333e-03
-5.800000e-04,6.160000e-02,1.813333e-02,-1.666667e-02
-5.600000e-04,7.040000e-02,1.526667e-02,-9.200000e-03
-5.400000e-04,6.506667e-02,1.760000e-02,-9.866667e-03
-5.200000e-04,5.946667e-02,1.846667e-02,-8.666667e-03
-5.000000e-04,6.666667e-02,2.106667e-02,-9.466667e-03
-4.800000e-04,6.506667e-02,2.073333e-02,-8.000000e-03
-4.600000e-04,7.893334e-02,2.160000e-02,-9.333333e-03
-4.400000e-04,7.333333e-02,1.566667e-02,-9.200000e-03
-4.200000e-04,6.400000e-02,1.646667e-02,-9.466667e-03
-4.000000e-04,5.813333e-02,1.566667e-02,-8.533333e-03
-3.800000e-04,7.120000e-02,2.206667e-02,-1.066667e-02
-3.600000e-04,6.800000e-02,2.340000e-02,-8.000000e-03
-3.400000e-04,6.906667e-02,2.226667e-02,-1.106667e-02
-3.200000e-04,7.306667e-02,1.580000e-02,-1.040000e-02
-3.000000e-04,6.586666e-02,1.353333e-02,-1.360000e-02
-2.800000e-04,5.893333e-02,1.740000e-02,-9.466667e-03
-2.600000e-04,6.453333e-02,2.193333e-02,-7.733333e-03
-2.400000e-04,6.933334e-02,2.306667e-02,-1.213333e-02
-2.200000e-04,6.693333e-02,2.126667e-02,-6.800000e-03
-2.000000e-04,6.693333e-02,1.760000e-02,-8.000000e-03
-1.800000e-04,6.266667e-02,1.833333e-02,-7.466667e-03
-1.600000e-04,6.106667e-02,1.426667e-02,-1.066667e-02
-1.400000e-04,6.293333e-02,2.126667e-02,-7.066667e-03
-1.200000e-04,6.720000e-02,2.446667e-02,-1.106667e-02
-1.000000e-04,6.800000e-02,2.133333e-02,-6.000000e-03
-8.000000e-05,6.773333e-02,2.053333e-02,-7.200000e-03
-6.000000e-05,7.013334e-02,1.466667e-02,-1.040000e-02
-4.000000e-05,6.346667e-02,1.593333e-02,-1.146667e-02
-2.000000e-05,6.773333e-02,1.766667e-02,-8.133333e-03
3.848918e-18,5.866667e-02,2.233333e-02,1.733333e-03
2.000000e-05,1.866667e-03,2.373333e-02,-1.080000e-02
4.000000e-05,2.673867e+00,-2.665333e-01,-1.266667e-02
6.000000e-05,2.717867e+00,2.761333e-01,-9.866667e-03
8.000000e-05,2.673333e+00,5.507333e-01,-8.533333e-03
1.000000e-04,2.636267e+00,3.028000e-01,-9.333333e-03
1.200000e-04,2.590667e+00,-2.135333e-01,-1.400000e-02
1.400000e-04,2.517600e+00,-4.800000e-01,-1.173333e-02
1.600000e-04,2.439733e+00,-2.533333e-01,-1.240000e-02
1.800000e-04,2.363200e+00,2.206000e-01,-6.400000e-03
2.000000e-04,2.290933e+00,4.727333e-01,-1.040000e-02
2.200000e-04,2.225600e+00,2.806000e-01,-1.066667e-02
2.400000e-04,2.127733e+00,-1.420667e-01,-1.026667e-02
2.600000e-04,2.039200e+00,-3.778000e-01,-1.280000e-02
2.800000e-04,1.936267e+00,-2.232000e-01,-1.373333e-02
3.000000e-04,1.865067e+00,1.400667e-01,-9.200000e-03
3.200000e-04,1.762133e+00,3.566000e-01,-9.600000e-03
3.400000e-04,1.665067e+00,2.408667e-01,-1.053333e-02
3.600000e-04,1.570933e+00,-5.773333e-02,-9.866667e-03
3.800000e-04,1.485067e+00,-2.543333e-01,-1.306667e-02
4.000000e-04,1.381067e+00,-1.818667e-01,-1.106667e-02
4.200000e-04,1.274133e+00,5.966667e-02,-9.866667e-03
4.400000e-04,1.185867e+00,2.279333e-01,-8.666667e-03
4.600000e-04,1.091200e+00,1.873333e-01,-8.933334e-03
4.800000e-04,9.930667e-01,9.600000e-03,-8.000000e-03
5.000000e-04,8.792000e-01,-1.244667e-01,-4.400000e-03
5.200000e-04,7.674667e-01,-1.092667e-01,-4.533333e-03
5.400000e-04,6.565334e-01,5.266667e-03,-8.266667e-03
5.600000e-04,5.648000e-01,9.600000e-02,-8.400000e-03
5.800000e-04,4.760000e-01,1.026667e-01,-8.133333e-03
6.000000e-04,3.848000e-01,5.213333e-02,-4.400000e-03
6.200000e-04,3.085333e-01,1.040000e-02,-4.533333e-03
6.400000e-04,2.581333e-01,-1.046667e-02,-8.933334e-03
6.600000e-04,2.720000e-01,-2.800000e-02,-5.866667e-03
6.800000e-04,3.365333e-01,-3.826667e-02,-1.186667e-02
7.000000e-04,4.234667e-01,-6.733333e-03,-9.466667e-03
7.200000e-04,5.298667e-01,7.660000e-02,-9.466667e-03
7.400000e-04,6.458667e-01,1.402667e-01,-8.133333e-03
7.600000e-04,7.618667e-01,9.486667e-02,-9.866667e-03
7.800000e-04,8.661333e-01,-5.006667e-02,-7.466667e-03
8.000000e-04,9.800000e-01,-1.636667e-01,-1.213333e-02
8.200000e-04,1.044533e+00,-1.014000e-01,-9.733333e-03
8.400000e-04,1.149867e+00,9.873334e-02,-8.666667e-03
8.600000e-04,1.257600e+00,2.578000e-01,-1.373333e-02
8.800000e-04,1.334133e+00,1.812667e-01,-1.040000e-02
9.000000e-04,1.412000e+00,-7.373334e-02,-1.120000e-02
9.200000e-04,1.462667e+00,-2.607333e-01,-1.386667e-02
9.400000e-04,1.513867e+00,-1.695333e-01,-1.373333e-02
9.600000e-04,1.552267e+00,1.204000e-01,-8.533333e-03
9.800000e-04,1.617067e+00,3.288667e-01,-1.026667e-02
1.000000e-03,1.659200e+00,2.338667e-01,-8.800000e-03
1.020000e-03,1.686667e+00,-8.573333e-02,-1.120000e-02
1.040000e-03,1.700267e+00,-3.048667e-01,-1.186667e-02
1.060000e-03,1.705867e+00,-2.031333e-01,-1.146667e-02
1.080000e-03,1.711200e+00,1.224667e-01,-6.800000e-03
1.100000e-03,1.715467e+00,3.486667e-01,-1.213333e-02
1.120000e-03,1.739733e+00,2.484667e-01,-4.533333e-03
1.140000e-03,1.727733e+00,-7.653333e-02,-1.000000e-02
1.160000e-03,1.711200e+00,-3.057333e-01,-1.080000e-02
1.180000e-03,1.691200e+00,-2.134667e-01,-1.160000e-02
1.200000e-03,1.667200e+00,1.057333e-01,-1.106667e-02
1.220000e-03,1.655733e+00,3.320000e-01,-5.733334e-03
1.240000e-03,1.645067e+00,2.514667e-01,-1.053333e-02
1.260000e-03,1.616800e+00,-5.120000e-02,-1.240000e-02
1.280000e-03,1.600533e+00,-2.760000e-01,-1.173333e-02
1.300000e-03,1.563200e+00,-2.065333e-01,-1.120000e-02
1.320000e-03,1.524000e+00,7.606667e-02,-1.213333e-02
1.340000e-03,1.518400e+00,2.960667e-01,-9.866667e-03
1.360000e-03,1.489333e+00,2.430000e-01,-9.600000e-03
1.380000e-03,1.448000e+00,-2.620000e-02,-1.160000e-02
1.400000e-03,1.419733e+00,-2.340667e-01,-1.306667e-02
1.420000e-03,1.381067e+00,-1.894000e-01,-1.213333e-02
1.440000e-03,1.333600e+00,5.046667e-02,-1.533333e-02
1.460000e-03,1.289600e+00,2.497333e-01,-1.293333e-02
1.480000e-03,1.275467e+00,2.128000e-01,-1.053333e-02
1.500000e-03,1.217867e+00,-9.600000e-03,-8.133333e-03
1.520000e-03,1.164533e+00,-1.834667e-01,-1.426667e-02
1.540000e-03,1.100000e+00,-1.480000e-01,-1.120000e-02
1.560000e-03,1.041600e+00,4.300000e-02,-1.146667e-02
1.580000e-03,9.840000e-01,1.920667e-01,-9.866667e-03
1.600000e-03,9.296000e-01,1.551333e-01,-1.106667e-02
1.620000e-03,8.752000e-01,-1.333333e-04,-5.733334e-03
1.640000e-03,8.048000e-01,-1.184667e-01,-4.933333e-03
1.660000e-03,7.218667e-01,-8.920000e-02,-1.106667e-02
1.680000e-03,6.578667e-01,3.513333e-02,-7.066667e-03
1.700000e-03,5.986667e-01,1.212667e-01,-6.266667e-03
1.720000e-03,5.437334e-01,9.740000e-02,-6.533334e-03
1.740000e-03,4.898667e-01,1.220000e-02,-4.800000e-03
1.760000e-03,4.237333e-01,-4.666667e-02,-1.120000e-02
1.780000e-03,3.378667e-01,-3.046667e-02,-9.466667e-03
1.800000e-03,2.752000e-01,2.133333e-02,-8.400000e-03
1.820000e-03,2.266667e-01,5.220000e-02,-7.466667e-03
1.840000e-03,1.808000e-01,4.793333e-02,-6.666667e-03
1.860000e-03,1.506667e-01,2.986667e-02,-9.333333e-03
1.880000e-03,1.266667e-01,1.746667e-02,-5.466667e-03
1.900000e-03,1.240000e-01,1.340000e-02,-1.080000e-02
1.920000e-03,1.504000e-01,-2.933333e-03,-9.866667e-03
1.940000e-03,1.762667e-01,-7.666667e-03,-1.026667e-02
1.960000e-03,2.138667e-01,1.313333e-02,-5.866667e-03
1.980000e-03,2.426667e-01,4.920000e-02,-4.266667e-03
2.000000e-03,2.781333e-01,6.433333e-02,-6.666667e-03
2.020000e-03,3.200000e-01,3.453333e-02,-4.933333e-03
2.040000e-03,3.464000e-01,-1.746667e-02,-6.800000e-03
2.060000e-03,3.642667e-01,-4.386667e-02,-5.466667e-03
2.080000e-03,3.674667e-01,-5.666667e-03,-9.066666e-03
2.100000e-03,3.896000e-01,5.973333e-02,-6.400000e-03
2.120000e-03,4.197333e-01,9.433334e-02,-8.666667e-03
2.140000e-03,4.581333e-01,5.620000e-02,-2.666667e-03
2.160000e-03,4.650667e-01,-2.526667e-02,-7.733333e-03
2.180000e-03,4.634667e-01,-6.520000e-02,-5.066667e-03
2.200000e-03,4.664000e-01,-2.273333e-02,-6.400000e-03
2.220000e-03,4.856000e-01,6.300000e-02,-7.333334e-03
2.240000e-03,5.061333e-01,1.108000e-01,-7.066667e-03
2.260000e-03,5.237333e-01,6.773333e-02,-4.133333e-03
2.280000e-03,5.354667e-01,-2.526667e-02,-5.733334e-03
2.300000e-03,5.365334e-01,-7.873333e-02,-1.066667e-03
2.320000e-03,5.389333e-01,-3.706667e-02,-9.466667e-03
2.340000e-03,5.509334e-01,6.380000e-02,-6.000000e-03
2.360000e-03,5.536000e-01,1.200000e-01,-1.066667e-02
2.380000e-03,5.789334e-01,7.913333e-02,-5.466667e-03
2.400000e-03,6.013333e-01,-2.606667e-02,-7.466667e-03
2.420000e-03,6.101333e-01,-9.260000e-02,-4.133333e-03
2.440000e-03,5.797333e-01,-4.266667e-02,-6.533334e-03
2.460000e-03,5.864000e-01,6.753334e-02,-5.466667e-03
2.480000e-03,5.930667e-01,1.292000e-01,-1.413333e-02
2.500000e-03,6.053333e-01,8.020000e-02,-8.800000e-03
2.520000e-03,6.034667e-01,-2.826667e-02,-3.733333e-03
2.540000e-03,5.874667e-01,-9.006667e-02,-1.186667e-02
2.560000e-03,5.693333e-01,-3.873333e-02,-5.200000e-03
2.580000e-03,5.640000e-01,7.013334e-02,-1.040000e-02
2.600000e-03,5.752000e-01,1.253333e-01,-3.466667e-03
2.620000e-03,5.677333e-01,7.346667e-02,-1.240000e-02
2.640000e-03,5.474667e-01,-2.833333e-02,-4.800000e-03
2.660000e-03,5.250667e-01,-7.766667e-02,-5.333333e-03
2.680000e-03,5.176000e-01,-2.920000e-02,-6.266667e-03
2.700000e-03,4.952000e-01,6.566667e-02,-6.533334e-03
2.720000e-03,4.936000e-01,1.090000e-01,-7.200000e-03
2.740000e-03,4.946667e-01,6.526667e-02,-9.600000e-03
2.760000e-03,4.717333e-01,-1.720000e-02,-5.466667e-03
2.780000e-03,4.434667e-01,-6.173334e-02,-1.053333e-02
2.800000e-03,4.202667e-01,-2.213333e-02,-7.200000e-03
2.820000e-03,3.933333e-01,5.000000e-02,-6.933333e-03
2.840000e-03,3.917333e-01,8.926667e-02,-9.200000e-03
2.860000e-03,3.906667e-01,6.133333e-02,-6.533334e-03
2.880000e-03,3.786667e-01,-2.200000e-03,-1.053333e-02
2.900000e-03,3.586667e-01,-4.266667e-02,-1.373333e-02
2.920000e-03,3.306667e-01,-2.473333e-02,-5.333333e-03
2.940000e-03,3.168000e-01,2.953333e-02,-8.400000e-03
2.960000e-03,3.162667e-01,6.860000e-02,-9.466667e-03
2.980000e-03,3.232000e-01,6.360000e-02,-7.600000e-03
3.000000e-03,3.109334e-01,1.653333e-02,-8.800000e-03
3.020000e-03,3.080000e-01,-2.453333e-02,-5.733334e-03
3.040000e-03,2.880000e-01,-2.686667e-02,-1.026667e-02
3.060000e-03,2.754667e-01,1.126667e-02,-1.266667e-02
3.080000e-03,2.912000e-01,5.600000e-02,-9.200000e-03
3.100000e-03,2.837333e-01,6.873333e-02,-9.600000e-03
3.120000e-03,2.842667e-01,3.880000e-02,-8.933334e-03
3.140000e-03,2.920000e-01,-9.000001e-03,-7.733333e-03
3.160000e-03,2.781333e-01,-2.813333e-02,-8.666667e-03
3.180000e-03,2.757333e-01,-8.066666e-03,-3.066667e-03
3.200000e-03,2.640000e-01,3.653333e-02,-8.266667e-03
3.220000e-03,2.762667e-01,6.513333e-02,-7.466667e-03
3.240000e-03,3.034667e-01,5.606667e-02,-1.093333e-02
3.260000e-03,2.896000e-01,1.273333e-02,-3.866667e-03
3.280000e-03,2.928000e-01,-2.740000e-02,-8.533333e-03
3.300000e-03,2.896000e-01,-2.420000e-02,-1.000000e-02
3.320000e-03,2.904000e-01,1.806667e-02,-7.200000e-03
3.340000e-03,3.048000e-01,6.353334e-02,-8.533333e-03
3.360000e-03,3.280000e-01,7.180000e-02,-1.000000e-02
3.380000e-03,3.400000e-01,2.973333e-02,-8.933334e-03
3.400000e-03,3.426667e-01,-2.200000e-02,-9.466667e-03
3.420000e-03,3.333333e-01,-3.946667e-02,-9.066666e-03
3.440000e-03,3.373334e-01,-6.000000e-04,-9.733333e-03
3.460000e-03,3.568000e-01,6.026667e-02,-5.733334e-03
3.480000e-03,3.760000e-01,8.746666e-02,-1.040000e-02
3.500000e-03,3.909333e-01,5.073334e-02,-9.733333e-03
3.520000e-03,3.941333e-01,-1.866667e-02,-5.733334e-03
3.540000e-03,3.912000e-01,-5.073334e-02,-7.066667e-03
3.560000e-03,3.877333e-01,-1.693333e-02,-7.733333e-03
3.580000e-03,3.816000e-01,4.873333e-02,-6.666667e-03
3.600000e-03,4.069333e-01,9.133334e-02,-8.666667e-03
3.620000e-03,4.144000e-01,6.253333e-02,-6.266667e-03
3.640000e-03,4.136000e-01,-8.800000e-03,-1.053333e-02
3.660000e-03,4.072000e-01,-4.946667e-02,-9.333333e-03
3.680000e-03,3.960000e-01,-2.726667e-02,-9.333333e-03
3.700000e-03,3.997333e-01,3.860000e-02,-8.000000e-03
3.720000e-03,3.925333e-01,8.580000e-02,-4.000000e-03
3.740000e-03,4.109333e-01,7.293333e-02,-4.933333e-03
3.760000e-03,4.010667e-01,6.800000e-03,-3.600000e-03
3.780000e-03,3.890667e-01,-4.413334e-02,-1.106667e-02
3.800000e-03,3.717333e-01,-3.420000e-02,-3.600000e-03
3.820000e-03,3.645333e-01,2.246667e-02,-4.533333e-03
3.840000e-03,3.530667e-01,7.706667e-02,-8.666667e-03
3.860000e-03,3.642667e-01,7.413334e-02,-6.533334e-03
3.880000e-03,3.685333e-01,2.373333e-02,-9.066666e-03
3.900000e-03,3.432000e-01,-2.920000e-02,-1.320000e-02
3.920000e-03,3.237333e-01,-3.253333e-02,-4.933333e-03
3.940000e-03,3.045333e-01,6.333333e-03,-7.600000e-03
3.960000e-03,3.165333e-01,5.826667e-02,-6.933333e-03
3.980000e-03,3.122667e-01,7.326667e-02,-8.133333e-03
4.000000e-03,3.205333e-01,4.200000e-02,-5.333333e-03
4.020000e-03,3.109334e-01,-5.466667e-03,-7.733333e-03
4.040000e-03,2.885333e-01,-2.966667e-02,-1.173333e-02
4.060000e-03,2.794667e-01,-1.073333e-02,-6.666667e-03
4.080000e-03,2.800000e-01,3.286667e-02,-8.666667e-03
4.100000e-03,2.877333e-01,6.853333e-02,-7.466667e-03
4.120000e-03,2.928000e-01,6.006667e-02,-9.466667e-03
4.140000e-03,2.960000e-01,1.980000e-02,-5.733334e-03
4.160000e-03,2.858667e-01,-2.313333e-02,-6.666667e-03
4.180000e-03,2.890667e-01,-3.020000e-02,-1.040000e-02
4.200000e-03,2.816000e-01,7.666667e-03,-4.800000e-03
4.220000e-03,2.970667e-01,5.833333e-02,-9.866667e-03
4.240000e-03,3.002667e-01,7.006667e-02,-8.000000e-03
4.260000e-03,3.250667e-01,4.293333e-02,-9.200000e-03
4.280000e-03,3.317333e-01,-9.333333e-03,-3.466667e-03
4.300000e-03,3.229333e-01,-3.746667e-02,-1.133333e-02
4.320000e-03,3.154667e-01,-1.220000e-02,-4.000000e-03
4.340000e-03,3.274667e-01,4.233333e-02,-5.866667e-03
4.360000e-03,3.544000e-01,8.020000e-02,-6.666667e-03
4.380000e-03,3.466667e-01,6.173334e-02,-8.533333e-03
4.400000e-03,3.597333e-01,6.266667e-03,-8.266667e-03
4.420000e-03,3.645333e-01,-3.900000e-02,-5.066667e-03
4.440000e-03,3.594667e-01,-3.426667e-02,-9.066666e-03
4.460000e-03,3.504000e-01,2.380000e-02,-9.200000e-03
4.480000e-03,3.778667e-01,7.733333e-02,-7.066667e-03
4.500000e-03,3.861333e-01,7.960000e-02,-1.173333e-02
4.520000e-03,3.989334e-01,2.573333e-02,-2.933333e-03
4.540000e-03,4.016000e-01,-3.760000e-02,-6.666667e-03
4.560000e-03,4.034667e-01,-4.806667e-02,-3.466667e-03
4.580000e-03,3.842667e-01,7.200000e-03,-7.200000e-03
4.600000e-03,3.890667e-01,6.940000e-02,-7.333334e-03
4.620000e-03,3.984000e-01,8.853333e-02,-6.133333e-03
4.640000e-03,4.098667e-01,3.966667e-02,-5.733334e-03
4.660000e-03,4.096000e-01,-2.633333e-02,-8.000000e-03
4.680000e-03,3.973333e-01,-4.993333e-02,-1.080000e-02
4.700000e-03,3.976000e-01,-8.133333e-03,-6.533334e-03
4.720000e-03,3.789333e-01,5.800000e-02,-5.866667e-03
4.740000e-03,3.928000e-01,8.973333e-02,-6.400000e-03
4.760000e-03,3.906667e-01,5.006667e-02,-8.266667e-03
4.780000e-03,3.965333e-01,-1.573333e-02,-7.333334e-03
4.800000e-03,3.773333e-01,-4.686667e-02,-7.200000e-03
4.820000e-03,3.530667e-01,-1.500000e-02,-1.066667e-02
4.840000e-03,3.421333e-01,4.540000e-02,-9.600000e-03
4.860000e-03,3.442667e-01,7.960000e-02,-1.106667e-02
4.880000e-03,3.440000e-01,5.720000e-02,-4.800000e-03
4.900000e-03,3.250667e-01,-1.533333e-03,-6.666667e-03
4.920000e-03,3.165333e-01,-3.420000e-02,-1.200000e-02
4.940000e-03,2.976000e-01,-1.893333e-02,-2.800000e-03
4.960000e-03,2.778667e-01,3.080000e-02,-6.533334e-03
4.980000e-03,2.824000e-01,6.506667e-02,-4.533333e-03
5.000000e-03,2.730667e-01,5.486667e-02,-8.800000e-03
5.020000e-03,2.592000e-01,1.660000e-02,-1.133333e-02
5.040000e-03,2.509333e-01,-1.766667e-02,-8.266667e-03
