Time(s),CH1V,CH4V
-6.000000e-07,-1.213333e-01,-3.053333e-02
-5.800000e-07,-2.266666e-02,-1.360000e-02
-5.600000e-07,-3.400000e-02,3.333333e-03
-5.400000e-07,-2.800000e-02,-1.200000e-03
-5.200000e-07,-4.466666e-02,-1.026667e-02
-5.000000e-07,-6.000000e-03,-8.000000e-03
-4.800000e-07,-2.266666e-02,-2.600000e-02
-4.600000e-07,-1.046667e-01,-1.133333e-02
-4.400000e-07,-3.400000e-02,-8.000000e-03
-4.200000e-07,-9.399999e-02,-1.466667e-02
-4.000000e-07,9.999999e-03,-8.000000e-03
-3.800000e-07,-3.400000e-02,-1.813333e-02
-3.600000e-07,-6.666666e-02,-5.733334e-03
-3.400000e-07,-3.400000e-02,-1.133333e-02
-3.200000e-07,-5.533333e-02,-2.600000e-02
-3.000000e-07,-3.933333e-02,-2.493333e-02
-2.800000e-07,-6.666666e-02,-2.373333e-02
-2.600000e-07,-6.133333e-02,-1.813333e-02
-2.400000e-07,9.999999e-03,-1.693333e-02
-2.200000e-07,-6.000000e-03,-1.693333e-02
-2.000000e-07,-2.266666e-02,1.013333e-02
-1.800000e-07,-1.200000e-02,-1.813333e-02
-1.600000e-07,-6.666666e-04,-1.240000e-02
-1.400000e-07,-4.466666e-02,-1.026667e-02
-1.200000e-07,-6.666666e-02,-3.280000e-02
-1.000000e-07,-7.199999e-02,-1.586667e-02
-8.000000e-08,-6.666666e-04,-1.240000e-02
-6.000000e-08,-6.000000e-03,-2.266667e-03
-4.000000e-08,-3.400000e-02,-1.466667e-02
-2.000000e-08,-2.800000e-02,0.000000e+00
-7.483668e-20,-1.200000e-02,8.005334e-01
2.000000e-08,-1.200000e-02,4.368933e+00
4.000000e-08,-8.866666e-02,4.368933e+00
6.000000e-08,-3.400000e-02,4.368933e+00
8.000000e-08,-6.666666e-04,4.368933e+00
1.000000e-07,-4.466666e-02,4.368933e+00
1.200000e-07,-7.733332e-02,4.368933e+00
1.400000e-07,4.666666e-03,4.368933e+00
1.600000e-07,-6.666666e-02,4.368933e+00
1.800000e-07,-7.733332e-02,4.368933e+00
2.000000e-07,-1.433333e-01,4.368933e+00
2.200000e-07,-8.333333e-02,4.368933e+00
2.400000e-07,-6.666666e-04,4.368933e+00
2.600000e-07,-7.199999e-02,4.368933e+00
2.800000e-07,-5.533333e-02,4.368933e+00
3.000000e-07,-1.200000e-02,4.368933e+00
3.200000e-07,-6.666666e-04,4.368933e+00
3.400000e-07,-5.533333e-02,4.368933e+00
3.600000e-07,9.799999e-02,4.368933e+00
3.800000e-07,-2.473333e-01,4.368933e+00
4.000000e-07,8.666666e-02,4.368933e+00
4.200000e-07,3.060000e-01,4.368933e+00
4.400000e-07,-9.759999e-01,4.368933e+00
