Time(s),CH1V
5.488000e-02,1.083867e+00
5.504000e-02,1.052267e+00
5.520000e-02,1.011733e+00
5.536000e-02,9.509333e-01
5.552000e-02,9.013333e-01
5.568000e-02,8.541334e-01
5.584000e-02,7.797334e-01
5.600000e-02,8.518667e-01
5.616000e-02,8.653333e-01
5.632000e-02,8.946667e-01
5.648000e-02,9.464000e-01
5.664000e-02,9.869334e-01
5.680000e-02,1.032000e+00
5.696000e-02,1.097333e+00
5.712000e-02,1.097333e+00
5.728000e-02,1.119867e+00
5.744000e-02,1.083867e+00
5.760000e-02,1.115333e+00
5.776000e-02,1.070267e+00
5.792000e-02,1.018533e+00
5.808000e-02,1.056800e+00
5.824000e-02,9.802667e-01
5.840000e-02,9.666667e-01
5.856000e-02,9.486667e-01
5.872000e-02,9.577333e-01
5.888000e-02,8.946667e-01
5.904000e-02,8.136000e-01
5.920000e-02,7.933334e-01
5.936000e-02,7.346666e-01
5.952000e-02,7.122667e-01
5.968000e-02,7.528000e-01
5.984000e-02,7.797334e-01
6.000000e-02,7.977334e-01
6.016000e-02,8.585333e-01
6.032000e-02,8.992000e-01
6.048000e-02,9.397333e-01
6.064000e-02,9.712000e-01
6.080000e-02,9.712000e-01
6.096000e-02,9.757333e-01
6.112000e-02,1.070267e+00
6.128000e-02,1.070267e+00
6.144000e-02,1.072533e+00
6.160000e-02,9.757333e-01
6.176000e-02,1.009467e+00
6.192000e-02,9.757333e-01
6.208000e-02,9.689333e-01
6.224000e-02,9.238667e-01
6.240000e-02,9.013333e-01
6.256000e-02,8.202667e-01
6.272000e-02,7.708000e-01
6.288000e-02,7.414667e-01
6.304000e-02,7.346666e-01
6.320000e-02,7.325333e-01
6.336000e-02,7.842667e-01
6.352000e-02,8.090667e-01
6.368000e-02,8.630667e-01
6.384000e-02,8.901333e-01
6.400000e-02,9.261333e-01
6.416000e-02,9.352000e-01
6.432000e-02,9.081333e-01
6.448000e-02,9.374667e-01
6.464000e-02,1.002667e+00
6.480000e-02,9.712000e-01
6.496000e-02,1.018533e+00
6.512000e-02,9.329333e-01
6.528000e-02,9.261333e-01
6.544000e-02,9.238667e-01
6.560000e-02,9.216000e-01
6.576000e-02,8.473334e-01
6.592000e-02,7.910666e-01
6.608000e-02,7.550667e-01
6.624000e-02,7.708000e-01
6.640000e-02,7.212000e-01
6.656000e-02,6.378667e-01
6.672000e-02,6.109334e-01
6.688000e-02,5.748000e-01
6.704000e-02,5.117334e-01
6.720000e-02,5.117334e-01
6.736000e-02,4.960000e-01
6.752000e-02,4.464000e-01
6.768000e-02,4.352000e-01
6.784000e-02,3.901334e-01
6.800000e-02,4.014667e-01
6.816000e-02,3.992000e-01
6.832000e-02,3.270667e-01
6.848000e-02,3.496000e-01
6.864000e-02,2.910667e-01
6.880000e-02,3.001333e-01
6.896000e-02,2.753333e-01
6.912000e-02,2.888000e-01
6.928000e-02,2.753333e-01
6.944000e-02,2.820000e-01
6.960000e-02,2.617333e-01
6.976000e-02,2.009333e-01
6.992000e-02,2.234667e-01
7.008000e-02,2.077333e-01
7.024000e-02,1.988000e-01
7.040000e-02,2.077333e-01
7.056000e-02,1.965333e-01
7.072000e-02,1.920000e-01
7.088000e-02,1.740000e-01
7.104000e-02,1.694667e-01
7.120000e-02,1.942667e-01
7.136000e-02,1.537333e-01
7.152000e-02,1.244000e-01
7.168000e-02,1.852000e-01
7.184000e-02,1.581333e-01
7.200000e-02,1.446667e-01
7.216000e-02,1.221333e-01
7.232000e-02,1.198667e-01
7.248000e-02,1.064000e-01
7.264000e-02,1.221333e-01
7.280000e-02,1.132000e-01
7.296000e-02,9.733333e-02
7.312000e-02,1.244000e-01
7.328000e-02,1.041333e-01
7.344000e-02,9.293333e-02
7.360000e-02,9.733333e-02
7.376000e-02,6.586666e-02
7.392000e-02,8.613333e-02
7.408000e-02,9.960000e-02
7.424000e-02,7.706667e-02
7.440000e-02,6.133333e-02
7.456000e-02,7.266667e-02
7.472000e-02,8.160000e-02
7.488000e-02,6.360000e-02
7.504000e-02,4.786667e-02
7.520000e-02,5.906667e-02
7.536000e-02,4.786667e-02
7.552000e-02,6.813333e-02
7.568000e-02,6.133333e-02
7.584000e-02,6.360000e-02
7.600000e-02,4.333333e-02
7.616000e-02,5.906667e-02
7.632000e-02,6.133333e-02
7.648000e-02,5.680000e-02
7.664000e-02,5.680000e-02
7.680000e-02,7.266667e-02
7.696000e-02,3.440000e-02
7.712000e-02,9.960000e-02
7.728000e-02,8.160000e-02
7.744000e-02,6.813333e-02
7.760000e-02,7.493334e-02
7.776000e-02,6.586666e-02
7.792000e-02,6.133333e-02
7.808000e-02,6.360000e-02
7.824000e-02,3.880000e-02
7.840000e-02,2.986667e-02
7.856000e-02,7.493334e-02
7.872000e-02,5.240000e-02
7.888000e-02,5.240000e-02
7.904000e-02,6.133333e-02
7.920000e-02,6.133333e-02
7.936000e-02,5.466667e-02
7.952000e-02,6.360000e-02
7.968000e-02,9.520000e-02
7.984000e-02,7.493334e-02
8.000000e-02,5.240000e-02
8.016000e-02,5.466667e-02
