Time(s),CH1V,CH4V
-1.400000e-02,3.520000e-02,-2.906667e-02
-1.390000e-02,3.946667e-02,-2.026667e-02
-1.380000e-02,3.946667e-02,-2.906667e-02
-1.370000e-02,6.933334e-02,-2.026667e-02
-1.360000e-02,6.080000e-02,-2.906667e-02
-1.350000e-02,6.080000e-02,-4.186667e-02
-1.340000e-02,5.333333e-03,-2.906667e-02
-1.330000e-02,3.946667e-02,-3.760000e-02
-1.320000e-02,3.946667e-02,-3.760000e-02
-1.310000e-02,3.946667e-02,-4.186667e-02
-1.300000e-02,2.666667e-02,-1.600000e-02
-1.290000e-02,2.240000e-02,-3.760000e-02
-1.280000e-02,3.946667e-02,-4.640000e-02
-1.270000e-02,4.800000e-02,-4.186667e-02
-1.260000e-02,3.520000e-02,-4.186667e-02
-1.250000e-02,4.373333e-02,-3.760000e-02
-1.240000e-02,1.386667e-02,-2.906667e-02
-1.230000e-02,4.800000e-02,-4.640000e-02
-1.220000e-02,5.653333e-02,-5.066667e-02
-1.210000e-02,5.653333e-02,-5.066667e-02
-1.200000e-02,5.226667e-02,-5.920000e-02
-1.190000e-02,5.226667e-02,-2.906667e-02
-1.180000e-02,1.813333e-02,-2.026667e-02
-1.170000e-02,3.946667e-02,-3.333334e-02
-1.160000e-02,1.813333e-02,-3.760000e-02
-1.150000e-02,1.813333e-02,-2.906667e-02
-1.140000e-02,3.946667e-02,-5.920000e-02
-1.130000e-02,3.946667e-02,-5.066667e-02
-1.120000e-02,6.080000e-02,-3.760000e-02
-1.110000e-02,3.520000e-02,-3.760000e-02
-1.100000e-02,3.093333e-02,-3.760000e-02
-1.090000e-02,3.093333e-02,-5.920000e-02
-1.080000e-02,5.653333e-02,-2.480000e-02
-1.070000e-02,4.373333e-02,-2.026667e-02
-1.060000e-02,1.813333e-02,-3.760000e-02
-1.050000e-02,4.373333e-02,-3.333334e-02
-1.040000e-02,4.373333e-02,-2.026667e-02
-1.030000e-02,3.093333e-02,-2.026667e-02
-1.020000e-02,5.653333e-02,-2.906667e-02
-1.010000e-02,2.666667e-02,-5.066667e-02
-1.000000e-02,6.933334e-02,-4.186667e-02
-9.900000e-03,4.800000e-02,-4.640000e-02
-9.800000e-03,2.666667e-02,-3.760000e-02
-9.700000e-03,1.034667e-01,-3.333334e-02
-9.600000e-03,4.373333e-02,-2.906667e-02
-9.500000e-03,2.666667e-02,-4.186667e-02
-9.400000e-03,3.946667e-02,-1.600000e-02
-9.300000e-03,2.666667e-02,-4.186667e-02
-9.200000e-03,4.800000e-02,-2.480000e-02
-9.100000e-03,2.666667e-02,-3.760000e-02
